,Tweets,Time,Username
0,Happy New Year to everyone! see you all @makerfaire 2013!#makerfaire #youngmakers,12/31/2012,Joey_Hudy
1,RT @fetosoap: Houston Hosts its first Mini #MakerFaire. I can't wait! Will you be there? http://ow.ly/gq0fk ,12/31/2012,fetosoap
2,Happy 2013!,1/1/2013,makerfaire
3,"Obviously, I've timed the trip perfectly for @makerfaire and to be stalked by nesting Crows, as usual.",1/1/2013,steveathon
4,Young makers wanted: Could you or your club be among the amazing creators at @makerfaire_uk at @scienceatlife in April? http://www.betarocket.co.uk/2013/01/10/young-makers-wanted/ …,1/10/2013,Betarocket
5,This Saturday! #foodtrucklove from @ATXMakerFaire a Mini #MakerFaire w/ @TheWaffleBus @CoreanosHTX @ZeapodCakerypic.twitter.com/ipIngdb6,1/15/2013,coreanoshtx
6,Start 3D printing your own robot army! Downloadable designs of the @makerfaire robot: http://bit.ly/V734uX ,1/15/2013,make
7,PANCAKE BOT!! Can't breathe. Hyperventilating. RT @makerfaire: Help Pancake Bot go to Maker Faire Bay Area 2013! http://ow.ly/gSkP0 ,1/16/2013,swirlability
8,Help Pancake Bot go to #MakerFaire Bay Area. Breakfast for dinner! http://wp.me/p22K2I-16dp  via @make,1/16/2013,kwalkerwilson
9,Save the date: 1st official European @MakerFaire will kick off in Rome on Oct 3rd! http://on.fb.me/WIMUCg  via @openp2pdesign,1/16/2013,Ouishare
10,Will be @Sugarbabys from 11:30-2:30pm as well as The Mini #MakerFaire at the Stafford Center from 10-3:30pm pic.twitter.com/HOTHJOmg,1/19/2013,BerniesBurgers
11,"Announcing the ""Arno Kit,"" an Arduino compatible ""Beginner Kit on a Board,"" from two @MakerFaire makers. http://ow.ly/guQjL ",1/2/2013,make
12,"Just won $100 from @make @makerfaire @oreillymedia for taking their survey last year. Nope, NOT spam. W00t!",1/2/2013,LNorvig
13,"@MakerSylvia NP! @i_bioloid #make #makerfaire ""Robots Rule, servo controlled high-five!!""",1/2/2013,i_bioloid
14,"@ParallaxInc Awesome! Thanks for scheduling it closer to the #MakerFaire (5/18-19), that will save me beaucoup $$$ compared to 2012",1/2/2013,JacGoudsmit
15,"@Kev1nMark not sure about the Due, but I know that the ChipKit stuff has been rock solid. Had two robots going for the whole MakerFaire NYC",1/2/2013,MarkAtMicrochip
16,The new year list is being ticked off: just submitted for @makerfaire_uk (the original #MFUK) in April. excite!,1/2/2013,sc_r
17,@juliejohnson61 @helenmakes  Making Robots at the Maker Fair??? @makerfaire_uk,1/2/2013,juliejohnson61
