,Tweets,Time,Username
0,What Inspires #MythBuster Adam Savage (@donttrythis)? #RaymondChandler via @makerfaire http://f4a.tv/jZlIZS ,1/1/2012,foratv
1,RT @MakerFaireMel: Featured Maker: Atosha McCaw http://wp.me/p235D0-7T  #makerfaire #mfm2012 #solookingforwardtothis,1/10/2012,thatchspace
2,Plans are coming together for @MakerFaireMel this Saturday. Lots of fantastic #maker projects on show. It'll be great! #mfm2012 #makerfaire,1/10/2012,paulzee
3,RT @unwiredBen Strangely excited to ride CalTrain for the first time. Upper floor seat FTW. (it' one of the best bits about MakerFaire SF),1/10/2012,oomlout
4,"Anyone have a spare ticket for the Mini-MakerFaire in Melbourne, I'll gladly #make use of it #mmfm #makerfaire cc: @MakerFaireMel",1/11/2012,netweb
5,"That's us! RT @MakerFaireMel Hackerspace focus: Make, Hack, Void http://wp.me/p235D0-7n  #makerfaire #mfm2012 #mhv",1/11/2012,RuthEllison
6,"Melbourne Mini MakerFaire site set-up underway, ready for tomorrow … http://makerfairemelbourne.com ",1/12/2012,geekscape
7,Featured Maker: Robert Shepherd http://wp.me/p235D0-94  #mfm2012 #makerfaire #openpcr,1/12/2012,MakerFaireMel
8,Cool lego poetry from @legopoetry at @makerfairemelb #mfm2012 #makerfaire pic.twitter.com/nYS7Yans,1/13/2012,RuthEllison
9,Photos at today's MakerFaire! @makerfairemel http://post.ly/4pp1r ,1/13/2012,herestudio
10,"About to start the MHV board workshop. $24 donation, activity space 1 #mfm2012 #makerfaire pic.twitter.com/1CFcz6yu",1/13/2012,RuthEllison
11,The a-maze-ment increases at the Melbourne #makerfaire #mfm2012pic.twitter.com/jA2wsqy3,1/13/2012,jasonmuirhead
12,It looks amazing RT @jasonmuirhead: Vespine's 8x8x8 LED Cube at Melbourne #makerfaire #mfm2012pic.twitter.com/4DmvoBdb,1/13/2012,atosha
13,Here we go! - Have an Excellent Day :) http://wp.me/p235D0-ai  #mfm2012 #makerfaire #beexcellent @noisebridge,1/13/2012,MakerFaireMel
14,RT @DaleJStephens: Education is failing the future-makers http://j.mp/yKgQ8d  #sciplay @nysci @makerfaire @dalepd @lesamitchell,1/13/2012,auerswald
15,Who could bring the future to the National Mall? @makerfaire @techshop @robotfoundry @assemblepgh @LemelsonMIT more! <-> @innovateonmall,1/13/2012,auerswald
16,Melbourne Mini MakerFaire ... all set-up and ready for a huge day tomorrow ...  http://twitpic.com/86p66i ,1/13/2012,geekscape
17,Melbourne Mini MakerFaire video walk-through of an awesome event … http://www.youtube.com/watch?v=HfSpRO1WGVk … @paulzee #mfm2012 #hackerspaces,1/14/2012,geekscape
18,Fantastic noise machines from @atosha http://www.flickr.com/photos/laruth/6701123855/in/set-72157628877970101 … #mfm2012 #makerfaire props to @RuthEllison,1/16/2012,MakerFaireMel
19,RT @SueHenly: Melbourne's 1st MakerFaire is on Sat Jan 14 at Swinburne University of Technology in Hawthorn. http://makerfairemelbourne.wordpress.com  #make,1/3/2012,JimStLeger
20,.@TheArduinoGuy No concrete news at the mo. We're looking into various options + there should be some mini Faires- so watch this space!,1/3/2012,makerfaire_uk
21,Looking for more crew for Make Magazine table at #makerfairemel on Sat. Done a MAKE project? Big fan? In Melbourne? #makerfaire #mfm2012,1/9/2012,make
22,"If you're into DIY, @makerfaire_van is looking for volunteers to help with fundraising, promotions and media: http://ow.ly/94Pmb ",2/14/2012,IRLEvents
23,"We're looking forward to being involved in the Makerfaire, we'll also make sure that @091labs, @milklabs and @nexuscork go too.",2/15/2012,TOG_Dublin
24,If you are a maker and want to apply to #MakerFaire Bay Area - go to: http://makerfaire.com/bayarea/2012/callformakers/ …   #MakeCNN,2/19/2012,SherryHuss
25,"""As the World's Largest #DIY Festival, @MakerFaire is the premier event for grassroots American innovation""-@WhiteHouse http://bit.ly/wL40Dq ",2/6/2012,radar
26,"""Visualizations, RFID installs & a Mini @MakerFaire will be featured at @Where20 2012""-@brady http://oreil.ly/yymzjZ  #DIY",2/6/2012,radar
27,Hey @a_kirchner I think that the Maker Movement (recreational engineering) can get kids excited. @makerfaire,2/7/2012,WHOSTP44
28,"POTUS: ""Actually, I'm going to keep your card - Just in case."" Watch: http://youtu.be/Reimvk8D2Ho  Make: http://bit.ly/xBFMeO  @doctorow #makerfaire",2/8/2012,IIPCoordinator
29,How to make an Interactive Exhibit for Maker Faire http://makerfaireseattle.com/howtoexhibit2/  via @MakerFaireSea #MakerFaire #Make #ScienceFestival,3/16/2012,MakerFaireSea
30,Know a maker geek who could compete on this new engineering reality game show? http://ow.ly/9JgYx  @TinkeringStudio @makerfaire #mythbuster,3/18/2012,SciAfterSchool
31,These guys are bringing their #BattlestarGalactica flight simulator to #MakerFaire. Kids these days! http://mbot.co/1g6 ,3/23/2012,makerbot
32,"Calling all #MakerFaire Bay Area makers, $2K award to travel the Road to Maker Faire Challenge: http://bit.ly/road2mf  Apply now!",3/26/2012,make
33,"Vancouver-area knitters, crocheters, sew people, quilters, beaders & crafters of all sorts!Be a Maker @makerfaire_van! http://vancouver.makerfaire.ca/makers/ ",3/29/2012,kpwerker
34,"Win $2,000 to get you and your project to Maker Faire Bay Area in May. Fill out a form and you're done! http://blog.makezine.com/2012/03/27/calling-all-makers-win-2k-for-a-trip-to-maker-faire-bay-area/ …",3/30/2012,makerfaire
